Date,Year,Offense,Address,Zip,Latitude,Longitude
5/28/20 23:00,2020,AGGRAVATED ASSAULT,1101 BROADWAY ST,72202,34.738454,-92.276669
1/2/19 14:00,2019,AGGRAVATED ASSAULT,8800 W 36TH ST,72204,34.720748,-92.373043
11/2/20 16:41,2020,AGGRAVATED ASSAULT,4407 W 12TH ST,72204,34.740422,-92.323096
12/26/19 4:45,2019,ROBBERY,9400 STAGECOACH RD,72210,34.665612,-92.42347
8/11/20 12:29,2020,AGGRAVATED ASSAULT,2709 S SUMMIT ST,72206,34.72303,-92.296668
8/29/19 6:40,2019,BURGLARY/B&E,2000 RESERVOIR RD,72227,34.771018,-92.377363
3/23/20 2:06,2020,BURGLARY/B&E,1711 MAIN ST,72206,34.731789,-92.272614
5/31/20 2:00,2020,AGGRAVATED ASSAULT,8024 W 36TH ST,72204,34.720684,-92.365185
4/8/17 12:14,2017,AGGRAVATED ASSAULT,2818 CONFEDERATE BLVD,72206,34.72095,-92.258997
4/6/19 15:50,2019,BURGLARY/B&E,3624 JOHN BARROW RD,72204,34.71997,-92.373374
4/19/17 18:00,2017,AGGRAVATED ASSAULT,5 DELROSE DR,72209,34.697686,-92.349996
4/27/19 22:33,2019,AGGRAVATED ASSAULT,2451 HOWARD ST,72206,34.725866,-92.298513
11/21/17 18:40,2017,AGGRAVATED ASSAULT,6406 WOODFIELD RD,72209,34.659704,-92.349038
8/13/19 20:35,2019,AGGRAVATED ASSAULT,1504 S PINE ST,72204,34.737474,-92.317213
10/30/18 3:00,2018,BURGLARY/B&E,9601 RELDA DR,72205,34.736915,-92.381664
9/28/18 7:12,2018,ROBBERY,8200 W 36TH ST,72204,34.72053,-92.366476
3/9/17 10:00,2017,BURGLARY/B&E,9201 KANIS RD,72205,34.741272,-92.376717
5/30/17 2:19,2017,AGGRAVATED ASSAULT,1740 JOHN BARROW RD,72204,34.737027,-92.37243
4/10/19 7:51,2019,BURGLARY/B&E,13134 SARDIS RD,72103,34.632086,-92.392715
1/14/19 22:30,2019,BURGLARY/B&E,801 FAIR PARK BLVD,72204,34.744559,-92.334335
11/4/20 23:27,2020,ROBBERY,324 W 8TH ST,72201,34.741962,-92.274817
1/22/19 18:00,2019,BURGLARY/B&E,6401 DOVE LN,72206,34.71793,-92.198169
7/12/18 6:30,2018,AGGRAVATED ASSAULT,5223 S UNIVERSITY AVE,72209,34.702024,-92.344889
8/10/17 14:00,2017,BURGLARY/B&E,1701 N HUGHES ST,72207,34.767479,-92.349525
11/5/17 0:00,2017,BURGLARY/B&E,200 E MARKHAM ST,72201,34.747925,-92.269089
11/23/18 2:00,2018,AGGRAVATED ASSAULT,1405 E 11TH ST,72202,34.737459,-92.255513
5/4/20 23:03,2020,AGGRAVATED ASSAULT,6900 W WAKEFIELD DR,72209,34.686934,-92.329678
4/29/17 3:15,2017,BURGLARY/B&E,1205 S UNIVERSITY AVE,72204,34.741385,-92.341516
12/7/19 15:19,2019,AGGRAVATED ASSAULT,5100 W 23RD ST,72204,34.731043,-92.330442
5/10/17 0:35,2017,AGGRAVATED ASSAULT,1502 GREEN MOUNTAIN DR,72211,34.766082,-92.403385
2/17/20 20:07,2020,ROBBERY,200 E MARKHAM ST,72201,34.748084,-92.268561
9/27/18 2:30,2018,BURGLARY/B&E,9310 HILARO SPRINGS RD,72209,34.663587,-92.318913
5/12/17 20:33,2017,AGGRAVATED ASSAULT,6400 BASELINE RD,72209,34.669321,-92.349387
12/1/20 13:40,2020,AGGRAVATED ASSAULT,2117 W CHARLES BUSSEY AVE,72202,34.730298,-92.297018
7/1/17 2:27,2017,AGGRAVATED ASSAULT,220 W 6TH ST,72201,34.743448,-92.273439
9/25/17 20:00,2017,ROBBERY,3728 HIGH DR,72206,34.712505,-92.289818
8/7/18 13:45,2018,BURGLARY/B&E,301 E 19TH ST,72206,34.730508,-92.271187
5/27/17 23:40,2017,ROBBERY,4700 GUM SPRINGS RD,72209,34.701057,-92.328041
4/14/19 21:28,2019,AGGRAVATED ASSAULT,411 VALMAR ST,72205,34.748058,-92.311807
8/24/19 18:30,2019,ROBBERY,1100 S CROSS ST,72202,34.739892,-92.28567
1/14/18 8:06,2018,AGGRAVATED ASSAULT,1502 GREEN MOUNTAIN DR,72211,34.766082,-92.403385
4/21/17 11:00,2017,BURGLARY/B&E,9814 WILDERNESS RD,72209,34.661221,-92.371193
6/2/18 11:00,2018,AGGRAVATED ASSAULT,9400 STAGECOACH RD,72210,34.666148,-92.421379
11/12/20 16:49,2020,AGGRAVATED ASSAULT,4700 W 16TH ST,72204,34.737105,-92.326755
8/7/18 15:46,2018,AGGRAVATED ASSAULT,1500 COLLEGE ST,72202,34.73292,-92.258929
7/29/18 13:40,2018,AGGRAVATED ASSAULT,8824 GEYER SPRINGS RD,72209,34.669221,-92.344341
2/14/19 5:57,2019,AGGRAVATED ASSAULT,1822 JOHNSON ST,72204,34.733816,-92.30847
11/17/19 0:29,2019,AGGRAVATED ASSAULT,5418 W 12TH ST,72204,34.741416,-92.33418
2/8/17 22:30,2017,BURGLARY/B&E,3604 ARAPAHO TRL,72209,34.626132,-92.337949
4/14/17 11:12,2017,ROBBERY,1 VERIZON DR,72202,34.763559,-92.30187
3/6/18 20:27,2018,AGGRAVATED ASSAULT,1221 RESERVOIR RD,72227,34.763546,-92.376131
4/3/18 0:57,2018,AGGRAVATED ASSAULT,2503 ALLIS ST,72204,34.728329,-92.309569
10/1/20 9:27,2020,AGGRAVATED ASSAULT,7 NANDINA CIR,72210,34.653644,-92.430976
8/18/19 16:00,2019,BURGLARY/B&E,4919 BASELINE RD,72209,34.66829,-92.333158
8/22/19 6:30,2019,BURGLARY/B&E,4619 LUDWIG ST,72204,34.711226,-92.374113
7/20/18 20:00,2018,BURGLARY/B&E,3201 W 65TH ST,72209,34.689434,-92.312973
4/23/18 8:30,2018,BURGLARY/B&E,6310 COLONEL GLENN RD,72204,34.71887,-92.345779
2/25/17 14:50,2017,ROBBERY,801 S RODNEY PARHAM RD,72205,34.747124,-92.362358
10/12/20 19:15,2020,AGGRAVATED ASSAULT,700 W MARKHAM ST,72201,34.749438,-92.277626
7/8/19 2:50,2019,AGGRAVATED ASSAULT,4700 W 25TH ST,72204,34.729193,-92.326287
12/13/18 1:10,2018,AGGRAVATED ASSAULT,3239 S BATTERY ST,72206,34.717481,-92.294866
4/30/18 8:30,2018,BURGLARY/B&E,6908 JUNIPER RD,72209,34.674928,-92.354087
6/5/17 16:20,2017,AGGRAVATED ASSAULT,7721 GEYER SPRINGS RD,72209,34.679684,-92.343784
10/19/20 0:00,2020,ROBBERY,311 E 8TH ST,72202,34.74021,-92.268856
10/8/17 15:30,2017,BURGLARY/B&E,500 W 9TH ST,72201,34.740891,-92.276679
1/11/20 11:00,2020,AGGRAVATED ASSAULT,801 S RODNEY PARHAM RD,72205,34.749063,-92.363045
12/1/17 17:00,2017,BURGLARY/B&E,9417 WOODFORD DR,72209,34.665305,-92.372796
7/14/20 1:23,2020,AGGRAVATED ASSAULT,6310  COLONEL GLENN RD 601,72204,34.719213,-92.346163
6/3/19 2:00,2019,AGGRAVATED ASSAULT,4100 W MARKHAM ST,72205,34.749005,-92.320097
11/12/17 21:45,2017,AGGRAVATED ASSAULT,9101 AUXOR RD,72209,34.66688,-92.315404
5/26/17 13:45,2017,AGGRAVATED ASSAULT,1600 JOHN BARROW RD,72204,34.737916,-92.37362
6/12/19 13:35,2019,BURGLARY/B&E,11905 FAIRVIEW RD,72212,34.792043,-92.404511
1/7/17 16:17,2017,AGGRAVATED ASSAULT,2705 LEWIS ST,72204,34.726719,-92.320753
5/13/18 19:54,2018,AGGRAVATED ASSAULT,4719 W 11TH ST,72204,34.741839,-92.326888
2/13/18 13:10,2018,AGGRAVATED ASSAULT,9801 WOODLAND DR,72103,34.629479,-92.389181
8/9/19 22:47,2019,BURGLARY/B&E,2501 S CROSS ST,72206,34.724578,-92.28703
12/19/17 4:17,2017,AGGRAVATED ASSAULT,3917 W 12TH ST,72204,34.740491,-92.317527
2/16/19 19:00,2019,BURGLARY/B&E,10301 JUDY LN,72209,34.656319,-92.347715
8/26/18 16:15,2018,AGGRAVATED ASSAULT,5001 W 65TH ST,72209,34.6903,-92.331863
10/16/18 18:45,2018,AGGRAVATED ASSAULT,5001 W 65TH ST,72209,34.6903,-92.331863
5/14/20 23:30,2020,AGGRAVATED ASSAULT,8223 SCOTT HAMILTON DR,72209,34.67419,-92.3173
4/21/17 21:00,2017,AGGRAVATED ASSAULT,4316 PINE CONE DR,72209,34.66431,-92.326749
5/19/20 4:22,2020,ROBBERY,5301 S UNIVERSITY AVE,72204,34.715782,-92.343329
11/4/17 9:15,2017,ROBBERY,11400 BASELINE RD,72209,34.671328,-92.405931
4/18/17 20:45,2017,AGGRAVATED ASSAULT,7724 GEYER SPRINGS RD,72209,34.679623,-92.343788
2/12/19 20:32,2019,AGGRAVATED ASSAULT,31 LAKESIDE DR,72204,34.725365,-92.345207
6/3/20 0:03,2020,ROBBERY,7414 MABELVALE PIKE,72209,34.684388,-92.358968
9/1/19 19:00,2019,AGGRAVATED ASSAULT,11500 CHICOT RD,72103,34.646316,-92.368454
11/30/18 21:05,2018,AGGRAVATED ASSAULT,2117 W CHARLES BUSSEY AVE,72202,34.730503,-92.297007
10/6/17 0:00,2017,BURGLARY/B&E,6504 W 3RD ST,72205,34.750664,-92.346644
11/16/18 21:36,2018,ROBBERY,3515 BASELINE RD,72209,34.667898,-92.317292
12/17/19 13:00,2019,BURGLARY/B&E,4610 SAM PECK RD,72223,34.794534,-92.415523
8/27/20 5:26,2020,AGGRAVATED ASSAULT,4604 W 23RD ST,72204,34.730994,-92.325367
2/19/17 4:35,2017,AGGRAVATED ASSAULT,600 HARDIN RD,72211,34.747623,-92.398312
7/3/20 3:07,2020,AGGRAVATED ASSAULT,51  FLINTWOOD DR,72227,34.765365,-92.370764
10/20/17 5:00,2017,AGGRAVATED ASSAULT,2400 RIVERFRONT DR,72202,34.771957,-92.308426
5/30/18 23:25,2018,AGGRAVATED ASSAULT,1524 W 23RD ST,72206,34.727146,-92.290642
9/14/20 19:23,2020,AGGRAVATED ASSAULT,5420  WREN RD,72204,34.701223,-92.362486
9/10/19 2:00,2019,ROBBERY,8533 OMAN RD,72209,34.671705,-92.350437
5/31/18 19:45,2018,AGGRAVATED ASSAULT,4319 ARAPAHO,72209,34.66465,-92.326492
1/6/19 19:05,2019,AGGRAVATED ASSAULT,4121 W 22ND ST,72204,34.731509,-92.320409
8/18/18 17:00,2018,BURGLARY/B&E,2201 S ELM ST,72204,34.731476,-92.319374
3/13/20 12:00,2020,BURGLARY/B&E,6521 LANCASTER RD,72209,34.68958,-92.33379
4/17/18 21:00,2018,AGGRAVATED ASSAULT,9525 INTERSTATE 30,72209,34.675465,-92.367149
11/11/17 12:23,2017,ROBBERY,6 SHACKLEFORD DR,72211,34.755068,-92.394174
6/25/17 11:00,2017,BURGLARY/B&E,3201 BANKHEAD DR,72206,34.715227,-92.224337
4/27/17 8:55,2017,AGGRAVATED ASSAULT,2800 S UNIVERSITY AVE,72204,34.726673,-92.342003
10/21/17 22:00,2017,BURGLARY/B&E,10001 KANIS RD,72205,34.742798,-92.385529
1/28/18 19:08,2018,AGGRAVATED ASSAULT,2415 JOHNSON ST,72204,34.728705,-92.308452
5/17/20 20:10,2020,BURGLARY/B&E,2924 CIRCLEWOOD RD,72207,34.779548,-92.352646
8/4/18 14:30,2018,ROBBERY,5701 DREHER LN,72209,34.675447,-92.340852
10/26/17 23:00,2017,BURGLARY/B&E,5001 W 29TH ST,72204,34.725504,-92.329822
9/11/17 0:00,2017,BURGLARY/B&E,3001 S WOODROW ST,72204,34.723274,-92.306373
9/3/17 12:00,2017,BURGLARY/B&E,3410 LEHIGH DR,72204,34.722655,-92.378352
12/16/19 7:00,2019,BURGLARY/B&E,7700 N CHICOT RD,72209,34.679407,-92.36338
7/3/18 23:20,2018,AGGRAVATED ASSAULT,311 S PARK ST,72205,34.748171,-92.296553
3/16/17 3:15,2017,AGGRAVATED ASSAULT,2300 S TYLER ST,72204,34.730946,-92.333794
3/8/20 17:06,2020,AGGRAVATED ASSAULT,11500 CHICOT RD,72103,34.646316,-92.368454
2/22/18 22:09,2018,AGGRAVATED ASSAULT,1603 S PIERCE ST,72204,34.737567,-92.337993
2/18/19 16:59,2019,AGGRAVATED ASSAULT,2124 LABETTE MANOR DR,72205,34.732667,-92.375593
12/2/17 8:00,2017,BURGLARY/B&E,9407 COMSTOCK RD,72209,34.665479,-92.367604
5/21/17 10:00,2017,BURGLARY/B&E,1624 GLENDA DR,72205,34.738259,-92.383964
5/8/19 19:50,2019,AGGRAVATED ASSAULT,1805 S WOODROW ST,72204,34.734348,-92.305487
10/27/20 16:17,2020,RAPE,,,,
11/13/18 14:18,2018,BURGLARY/B&E,6115 W MARKHAM ST,72205,34.75235,-92.343454
10/7/17 19:40,2017,AGGRAVATED ASSAULT,6500 LANCASTER RD,72209,34.690022,-92.334114
2/16/19 0:00,2019,BURGLARY/B&E,8707 STANTON RD,72209,34.670018,-92.332988
11/28/19 19:16,2019,ROBBERY,8824 GEYER SPRINGS RD,72209,34.670636,-92.345837
4/14/19 22:19,2019,AGGRAVATED ASSAULT,8905 MORRIS MANOR DR,72204,34.732742,-92.373854
11/29/18 3:00,2018,BURGLARY/B&E,814 W 7TH ST,72201,34.743402,-92.28054
8/12/17 16:30,2017,BURGLARY/B&E,6100 MITCHELL DR,72209,34.677339,-92.345966
9/14/18 12:57,2018,BURGLARY/B&E,6100 LEON CIR,72209,34.682269,-92.344357
2/3/17 2:03,2017,AGGRAVATED ASSAULT,5300 W 24TH ST,72204,34.729979,-92.332716
10/9/20 2:11,2020,AGGRAVATED ASSAULT,201 N SHACKLEFORD RD,72211,34.754785,-92.393499
11/8/20 15:18,2020,AGGRAVATED ASSAULT,13600 WIMBLEDON LOOP,72209,34.667059,-92.352364
3/26/17 2:06,2017,AGGRAVATED ASSAULT,300 PRESIDENT CLINTON,72201,34.747761,-92.267929
1/18/19 13:15,2019,ROBBERY,6100 S ARCH ST,72206,34.692448,-92.293958
11/25/19 21:53,2019,AGGRAVATED ASSAULT,2301 S CHESTER ST,72206,34.726733,-92.284528
7/5/18 2:00,2018,AGGRAVATED ASSAULT,1600 JOHN BARROW RD,72204,34.737916,-92.37362
7/5/17 3:28,2017,AGGRAVATED ASSAULT,6201 COLONEL GLENN RD,72204,34.71764,-92.342255
7/18/17 15:00,2017,BURGLARY/B&E,9522 COMSTOCK RD,72209,34.663841,-92.367683
2/1/17 18:18,2017,BURGLARY/B&E,1400 OLD FORGE DR,72227,34.765973,-92.38317
5/23/17 17:00,2017,BURGLARY/B&E,3600 SPRINGER BLVD,72206,34.713318,-92.255463
8/15/18 13:50,2018,AGGRAVATED ASSAULT,4615 W 11TH ST,72204,34.741796,-92.325529
8/12/19 15:20,2019,BURGLARY/B&E,723 APPIANWAY ST,72205,34.744053,-92.304136
6/3/20 11:00,2020,BURGLARY/B&E,5601  DREHER LN,72209,34.674956,-92.340168
7/28/20 12:34,2020,AGGRAVATED ASSAULT,9125  STAGECOACH RD,72210,34.668955,-92.418667
7/15/18 23:57,2018,BURGLARY/B&E,1900 W 65TH ST,72209,34.688502,-92.298606
2/26/18 16:25,2018,AGGRAVATED ASSAULT,4800 W 12TH ST,72204,34.740883,-92.327324
1/30/20 15:55,2020,AGGRAVATED ASSAULT,2823 S IZARD ST,72206,34.720818,-92.283641
3/2/17 11:15,2017,AGGRAVATED ASSAULT,4424 W 19TH ST,72204,34.733975,-92.322779
6/15/20 21:50,2020,AGGRAVATED ASSAULT,20  CLIFTON DR,72209,34.680665,-92.330966
11/19/20 6:32,2020,BURGLARY/B&E,12626 LAWSON RD,72210,34.708334,-92.413378
5/7/20 3:24,2020,AGGRAVATED ASSAULT,20 WEMBERLY DR,72209,34.663396,-92.348911
8/13/17 16:07,2017,AGGRAVATED ASSAULT,8824 GEYER SPRINGS RD,72209,34.669221,-92.344341
2/8/18 16:30,2018,BURGLARY/B&E,2724 S ROCK ST,72206,34.721653,-92.270325
4/22/19 8:31,2019,AGGRAVATED ASSAULT,12612 SARDIS RD,72103,34.635905,-92.390791
5/14/18 22:29,2018,AGGRAVATED ASSAULT,5816 CHAUCER LN,72209,34.672694,-92.342654
9/8/19 22:24,2019,AGGRAVATED ASSAULT,4100 S UNIVERSITY AVE,72209,34.670371,-92.362254
3/27/20 17:47,2020,AGGRAVATED ASSAULT,7400 SCOTT HAMILTON DR,72209,34.681936,-92.322953
3/7/17 16:00,2017,BURGLARY/B&E,1900 RESERVOIR RD,72227,34.769794,-92.375908
6/14/18 20:30,2018,BURGLARY/B&E,38 FLAG RD,72205,34.748434,-92.354635
7/7/17 12:13,2017,BURGLARY/B&E,7501 INTERSTATE 30,72209,34.67996,-92.317062
1/15/20 13:15,2020,BURGLARY/B&E,8 SHEFFIELD DR,72209,34.684818,-92.326924
10/14/20 4:48,2020,AGGRAVATED ASSAULT,7601 N CHICOT RD,72209,34.68084,-92.360929
6/9/18 22:00,2018,AGGRAVATED ASSAULT,1912 GREEN MOUNTAIN DR,72212,34.745439,-92.381804
4/8/19 20:00,2019,BURGLARY/B&E,1866 WOLFE ST,72202,34.73167,-92.293221
10/20/17 8:00,2017,BURGLARY/B&E,712 BEECHWOOD ST,72205,34.758142,-92.324166
10/8/18 8:00,2018,BURGLARY/B&E,618 E 22ND ST,72206,34.727492,-92.266628
9/18/19 3:30,2019,BURGLARY/B&E,3612 FOSTER ST,72204,34.720396,-92.37989
5/14/19 18:42,2019,AGGRAVATED ASSAULT,29 CLIFTON DR,72209,34.679912,-92.330562
4/25/17 11:05,2017,AGGRAVATED ASSAULT,2201 MAIN ST,72206,34.727667,-92.273806
9/14/17 4:22,2017,AGGRAVATED ASSAULT,6017 LANCASTER RD,72209,34.694248,-92.33387
3/29/17 17:00,2017,AGGRAVATED ASSAULT,9600 W 36TH ST,72204,34.72096,-92.38167
6/7/18 20:35,2018,AGGRAVATED ASSAULT,105 VILLAGE TER,72103,34.639927,-92.40548
8/3/17 20:00,2017,AGGRAVATED ASSAULT,2 BERKSHIRE DR,72204,34.728148,-92.349121
11/16/18 22:41,2018,MURDER & NONNEGLIGENT MANSLAUGHTER,4405 W 14TH ST,72204,34.73879,-92.322851
8/1/17 5:15,2017,BURGLARY/B&E,11301 MESA DR,72211,34.756758,-92.398775
7/1/17 2:27,2017,AGGRAVATED ASSAULT,220 W 6TH ST,72201,34.743448,-92.273439
9/17/17 2:45,2017,AGGRAVATED ASSAULT,7121 GEYER SPRINGS RD,72209,34.684915,-92.343541
11/7/18 4:22,2018,ROBBERY,7003 E WAKEFIELD DR,72209,34.686093,-92.326032
2/6/19 10:45,2019,BURGLARY/B&E,9 REGINA,72209,34.677327,-92.332036
6/19/17 1:10,2017,AGGRAVATED ASSAULT,5201 GEYER SPRINGS RD,72209,34.702072,-92.342764
9/4/20 16:29,2020,AGGRAVATED ASSAULT,2814 S SUMMIT ST,72206,34.720233,-92.300486
3/31/20 7:00,2020,AGGRAVATED ASSAULT,6701 CANTRELL RD,72207,34.767999,-92.349723
6/10/20 23:30,2020,AGGRAVATED ASSAULT,320  KEIGHTLEY DR,72207,34.77421,-92.357906
7/23/18 12:44,2018,BURGLARY/B&E,7626 MABELVALE PIKE,72209,34.680648,-92.362435
2/21/17 2:00,2017,BURGLARY/B&E,417 MAIN ST,72201,34.744418,-92.27102
6/10/20 1:01,2020,AGGRAVATED ASSAULT,9114  MALABRI DR,72209,34.666107,-92.329971
9/22/20 16:37,2020,AGGRAVATED ASSAULT,3425  LAMAR ST,72205,34.744627,-92.312021
4/28/19 9:47,2019,AGGRAVATED ASSAULT,2300 S MONROE ST,72204,34.730891,-92.328435
1/15/18 15:10,2018,AGGRAVATED ASSAULT,1501 WRIGHT AVE,72202,34.751564,-92.320679
12/31/18 17:00,2019,AGGRAVATED ASSAULT,1640 JOHN BARROW RD,72204,34.737637,-92.372404
9/17/20 12:56,2020,BURGLARY/B&E,7309 W 12TH ST,72204,34.741913,-92.355404
4/17/19 4:51,2019,AGGRAVATED ASSAULT,41 WHITMORE,72206,34.71431,-92.292101
5/29/17 19:00,2017,AGGRAVATED ASSAULT,1901 GREEN MOUNTAIN DR,72205,34.771199,-92.403459
7/23/18 3:24,2018,AGGRAVATED ASSAULT,7621 LANCASTER RD,72209,34.679504,-92.33474
8/13/17 3:54,2017,AGGRAVATED ASSAULT,14000 CANTRELL RD,72223,34.801964,-92.42775
12/14/18 15:00,2018,BURGLARY/B&E,1420 BRECKENRIDGE DR,72227,34.767387,-92.386501
7/26/18 15:10,2018,BURGLARY/B&E,5201 PEACH LEAF CV,72206,34.626416,-92.339147
6/22/17 14:15,2017,ROBBERY,10801 COLONEL GLENN SQ,72204,34.710474,-92.397176
2/5/20 22:00,2020,AGGRAVATED ASSAULT,7 ELKHART CT,72204,34.728476,-92.365466
12/29/18 2:50,2018,AGGRAVATED ASSAULT,1316 MAIN ST,72202,34.735669,-92.272763
10/28/20 18:59,2020,BURGLARY/B&E,1760 JOHN BARROW RD,72204,34.737178,-92.373151
4/7/17 20:40,2017,ROBBERY,1600 W 16TH ST,72202,34.735703,-92.290966
8/2/17 11:00,2017,BURGLARY/B&E,7820 BRADLEY DR,72209,34.660103,-92.36562
4/16/17 1:51,2017,AGGRAVATED ASSAULT,6101 W 32ND ST,72205,34.723312,-92.342499
10/17/18 23:01,2018,AGGRAVATED ASSAULT,6607 HEATHER LN,72206,34.717144,-92.195543
10/16/17 3:25,2017,BURGLARY/B&E,315 N BOWMAN RD,72211,34.756568,-92.405457
9/17/19 21:45,2019,AGGRAVATED ASSAULT,5300 BASELINE RD,72209,34.670112,-92.337504
11/30/20 14:39,2020,BURGLARY/B&E,24800 CHENAL PKY,72223,34.808633,-92.48926
2/9/19 13:20,2019,ROBBERY,3500 BASELINE RD,72209,34.668424,-92.316927
3/25/18 6:05,2018,ROBBERY,19301 CANTRELL RD,72223,34.810936,-92.486473
1/10/19 5:23,2019,AGGRAVATED ASSAULT,918 COLLEGE ST,72202,34.738399,-92.258413
5/1/17 22:15,2017,AGGRAVATED ASSAULT,3222 W 18TH ST,72204,34.734677,-92.310272
2/2/18 9:40,2018,BURGLARY/B&E,9412 CERELLE DR,72205,34.738811,-92.378339
4/10/18 21:06,2018,AGGRAVATED ASSAULT,1101 BOND AVE,72202,34.73661,-92.249045
9/30/20 2:27,2020,BURGLARY/B&E,11600  MARA LYNN RD,72211,34.758123,-92.402897
6/2/18 20:43,2018,BURGLARY/B&E,3814 POTTER ST,72204,34.718156,-92.36437
1/26/18 8:00,2018,BURGLARY/B&E,17 ALTHEA CIR,72209,34.674996,-92.356496
10/16/20 14:38,2020,AGGRAVATED ASSAULT,2414 S PARK ST,72206,34.726386,-92.297863
12/26/19 22:38,2019,AGGRAVATED ASSAULT,1100 RICE ST,72202,34.740669,-92.30024
7/20/18 16:29,2018,AGGRAVATED ASSAULT,7 MANSFIELD DR,72209,34.681675,-92.333349
11/14/17 0:01,2017,BURGLARY/B&E,4408 DEER PARK DR,72223,34.793551,-92.443681
4/27/18 17:00,2018,BURGLARY/B&E,1024 KAVANAUGH BLVD,72205,34.751987,-92.307335
10/7/19 11:51,2019,AGGRAVATED ASSAULT,37 GLENMERE DR,72204,34.730499,-92.349589
9/26/17 6:00,2017,BURGLARY/B&E,7500 LANCASTER RD,72209,34.680654,-92.334671
11/12/20 1:57,2020,AGGRAVATED ASSAULT,10915  MERLIN CT,72209,34.650529,-92.356217
8/4/18 20:20,2018,AGGRAVATED ASSAULT,4000 W 25TH ST,72204,34.728993,-92.318825
11/9/20 16:26,2020,AGGRAVATED ASSAULT,1712  RICE ST,72202,34.734261,-92.300607
2/1/20 12:00,2020,BURGLARY/B&E,2705 WELCH ST,72206,34.722363,-92.260135
5/14/20 18:05,2020,AGGRAVATED ASSAULT,46 HARROW DR,72209,34.684163,-92.344117
11/21/18 16:28,2018,AGGRAVATED ASSAULT,8717 GEYER SPRINGS RD,72209,34.727682,-92.311387
9/29/19 22:40,2019,AGGRAVATED ASSAULT,8501 DREHER LN,72209,34.671686,-92.334494
12/6/17 1:00,2017,BURGLARY/B&E,28 TALMAGE DR,72204,34.725956,-92.354874
10/17/17 12:00,2017,BURGLARY/B&E,200 THAYER ST,72205,34.749519,-92.300919
4/15/20 17:00,2020,BURGLARY/B&E,1 COUNTY FARM RD,72223,34.814077,-92.408038
6/1/19 23:40,2019,AGGRAVATED ASSAULT,3 LUDINGTON CV,72227,34.771555,-92.378256
5/19/18 1:54,2018,AGGRAVATED ASSAULT,105 WESTFIELD LOOP,72210,34.663311,-92.425723
8/11/17 16:15,2017,AGGRAVATED ASSAULT,1021 E 9TH ST,72202,34.739438,-92.258638
11/27/17 15:00,2018,BURGLARY/B&E,6100 LEON CIR,72209,34.682269,-92.344357
3/11/17 6:00,2017,AGGRAVATED ASSAULT,1 WOODCLIFF,72227,34.7285,-92.342972
9/15/18 11:00,2018,AGGRAVATED ASSAULT,11700 INTERSTATE 30,72210,34.657516,-92.407639
6/12/19 23:22,2019,AGGRAVATED ASSAULT,7515 GEYER SPRINGS RD,72209,34.681323,-92.342216
4/16/19 11:00,2019,ROBBERY,1021 E 9TH ST,72202,34.739119,-92.258874
7/29/20 18:53,2020,BURGLARY/B&E,1022 E 10TH ST,72202,34.738171,-92.258637
4/24/17 18:07,2017,AGGRAVATED ASSAULT,3023 BOYD ST,72204,34.725199,-92.369581
5/5/20 14:20,2020,AGGRAVATED ASSAULT,10312 BASELINE RD,72209,34.670934,-92.392972
8/25/20 10:33,2020,BURGLARY/B&E,7201  KENTUCKY AV,72207,34.769728,-92.354526
12/20/19 12:10,2019,ROBBERY,11525 CANTRELL RD,72212,34.79269,-92.398315
2/12/17 23:00,2017,BURGLARY/B&E,6615 MABELVALE PIKE,72209,34.689619,-92.350128
11/4/17 11:55,2017,AGGRAVATED ASSAULT,3401 FAIR PARK BLVD,72204,34.72005,-92.333931
10/6/17 23:00,2017,ROBBERY,1100 S BATTERY ST,72103,34.740582,-92.294006
4/26/19 5:00,2019,BURGLARY/B&E,2609 W DAISY L GATSON BATES DR,72202,34.73766,-92.303062
1/9/20 20:07,2020,AGGRAVATED ASSAULT,1000 W DAISY L GATSON BATES DR,72202,34.737076,-92.283933
3/12/20 14:16,2020,BURGLARY/B&E,5907 C ST,72205,34.754438,-92.339687
11/20/18 12:30,2018,ROBBERY,4400 JOHN BARROW RD,72204,34.713524,-92.373262
1/23/19 9:00,2019,AGGRAVATED ASSAULT,9400 STAGECOACH RD,72210,34.666148,-92.421379
10/1/19 5:34,2019,ROBBERY,7900 SCOTT HAMILTON DR,72209,34.677933,-92.320796
9/13/20 13:28,2020,AGGRAVATED ASSAULT,8510  SCOTT HAMILTON DR,72209,34.671373,-92.319667
2/22/19 19:45,2019,ROBBERY,2524 WOLFE ST,72206,34.72415,-92.293555
2/19/17 13:50,2017,AGGRAVATED ASSAULT,5224 STANLEY DR,72209,34.665566,-92.337135
10/5/19 19:15,2019,AGGRAVATED ASSAULT,3901 S UNIVERSITY AVE,72204,34.715262,-92.340424
4/2/17 10:40,2017,AGGRAVATED ASSAULT,45 S WAKEFIELD DR,72209,34.683765,-92.331497
9/15/18 14:00,2018,BURGLARY/B&E,9413 DARTMOOR DR,72209,34.665632,-92.375961
10/22/19 19:46,2019,AGGRAVATED ASSAULT,2100 BROWN ST,72204,34.731919,-92.310801
7/5/20 11:22,2020,AGGRAVATED ASSAULT,2115  HOWARD ST,72202,34.729236,-92.298353
4/22/19 20:14,2019,AGGRAVATED ASSAULT,3308 TATUM ST,72204,34.722856,-92.370949
